model_dir,region_dir,day,q_idx,gpt52,claude,gemini,vote_kind,final_category
gpt-4o-mini-search-preview,russian,february_14,3,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_14,4,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_14,5,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,russian,february_14,6,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,unanimous,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,russian,february_14,9,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,russian,february_14,10,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_14,11,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_14,16,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Event / Entity Misbinding,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_14,18,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,Retrieval Failure with Forced Guessing,majority,Reading Comprehension / Option Interpretation Failure
gpt-4o-mini-search-preview,russian,february_15,0,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_15,1,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_15,9,Reading Comprehension / Option Interpretation Failure,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_15,11,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_15,12,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,russian,february_15,13,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_15,14,Temporal Misalignment / Chronology Tracking Failure,Temporal Misalignment / Chronology Tracking Failure,Event / Entity Misbinding,majority,Temporal Misalignment / Chronology Tracking Failure
gpt-4o-mini-search-preview,russian,february_15,20,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_15,22,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,tiebroken,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_15,23,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_15,24,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_16,2,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_16,5,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_16,19,Answer Formatting / Option Mapping Failure,Source Divergence Under Real-World Report Conflict,Reading Comprehension / Option Interpretation Failure,tiebroken,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_16,20,Inference Override / Over-Reasoning Instead of Extraction,Answer Formatting / Option Mapping Failure,Source Divergence Under Real-World Report Conflict,tiebroken,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_16,23,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_17,3,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_17,10,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,russian,february_17,15,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_17,16,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_17,23,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_17,24,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_18,5,Answer Formatting / Option Mapping Failure,Source Divergence Under Real-World Report Conflict,Reading Comprehension / Option Interpretation Failure,tiebroken,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_18,12,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_18,16,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_18,17,Retrieval Failure with Forced Guessing,Answer Formatting / Option Mapping Failure,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_18,19,Event / Entity Misbinding,Event / Entity Misbinding,Event / Entity Misbinding,unanimous,Event / Entity Misbinding
gpt-4o-mini-search-preview,russian,february_19,1,Source Divergence Under Real-World Report Conflict,Event / Entity Misbinding,Event / Entity Misbinding,majority,Event / Entity Misbinding
gpt-4o-mini-search-preview,russian,february_19,5,Answer Formatting / Option Mapping Failure,Reading Comprehension / Option Interpretation Failure,Answer Formatting / Option Mapping Failure,majority,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,russian,february_19,7,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_19,8,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,russian,february_19,10,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_19,16,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_19,17,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_19,20,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,russian,february_20,0,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_20,4,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,russian,february_20,5,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,tiebroken,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_20,8,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_20,11,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Event / Entity Misbinding,majority,Event / Entity Misbinding
gpt-4o-mini-search-preview,russian,february_20,13,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_21,0,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_21,1,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_21,3,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_21,5,Event / Entity Misbinding,Inference Override / Over-Reasoning Instead of Extraction,Event / Entity Misbinding,majority,Event / Entity Misbinding
gpt-4o-mini-search-preview,russian,february_21,10,Temporal Misalignment / Chronology Tracking Failure,Source Divergence Under Real-World Report Conflict,Temporal Misalignment / Chronology Tracking Failure,majority,Temporal Misalignment / Chronology Tracking Failure
